skill_id,name,owner,description,is_gold_union,artifact_roles
mapbox--mapbox-style-quality,mapbox-style-quality,mapbox,"Expert guidance on validating, optimizing, and ensuring quality of Mapbox styles through validation, accessibility checks, and optimization. Use when preparing styles for production, debugging issues, or ensuring map quality standards.",0,{}
marcelmichau--implement-feature,implement-feature,marcelmichau,"High-level orchestrator skill for implementing and validating new features end-to-end in the Fake Survey Generator. This skill guides the agent through the complete workflow of analyzing requirements, implementing changes, building, testing, starting the application, and validating features work correctly.",0,{}
marcfargas--sheet-model,sheet-model,marcfargas,"Headless spreadsheet engine for financial modeling, data analysis, and scenario comparison. Use when: building financial models with ratios and what-if scenarios, computing derived values from tabular data with formulas, producing .xlsx files with live formulas (not static values) for human review, any task where the agent would otherwise write imperative code to manipulate numbers that a spreadsheet does naturally. Triggers: financial model, scenario analysis, ratio computation, balance sheet, P&L, what-if, sensitivity analysis, banking ratios, spreadsheet model, build a model, projection, forecast. Do NOT use for: simple CSV/Excel read/write (use the xlsx skill), chart-only tasks, or data volumes exceeding ~5000 rows.",0,"{""csv"": ""both"", ""spreadsheet"": ""both""}"
marcusgoll--clarification-phase,clarification-phase,marcusgoll,"Executes the /clarify phase using AskUserQuestion tool to resolve ambiguities through structured questions (≤3), prioritization, and answer integration. Use when spec.md contains [NEEDS CLARIFICATION] markers, when requirements need disambiguation, or when running /clarify command to resolve critical scope/security/UX ambiguities before planning. (project)",0,{}
marcusgoll--parallel-execution-optimizer,parallel-execution-optimizer,marcusgoll,"Identify and execute independent operations in parallel for 3-5x speedup. Auto-analyzes task dependencies, groups into batches, launches parallel Task() calls. Applies to /optimize (5 checks), /ship pre-flight (5 checks), /implement (task batching), /prototype (N screens). Auto-triggers when detecting multiple independent operations in a phase.",0,{}
marcusgoll--planning-phase,planning-phase,marcusgoll,"Generates implementation plans with code reuse analysis, architecture design, and complexity estimation during the /plan phase. Use when planning feature implementation, analyzing code reuse opportunities, or designing system architecture after specification phase completes. Integrates with 8 project documentation files for constraint extraction. (project)",0,"{""text"": ""both""}"
marimo-team--jupyter-to-marimo,jupyter-to-marimo,marimo-team,Convert a Jupyter notebook (.ipynb) to a marimo notebook (.py).,0,{}
marimo-team--marimo-notebook,marimo-notebook,marimo-team,Write a marimo notebook in a Python file in the right format.,0,{}
markdown-viewer--cloud,cloud,markdown-viewer,"Create cloud architecture diagrams using drawio XML format with official cloud provider icons. Best for AWS, Azure, GCP, Alibaba Cloud architecture diagrams with proper service icons and layout conventions. Built on drawio with cloud-specific stencils. NOT for simple flowcharts (use mermaid) or network topology without cloud services (use network skill).",0,"{""graph"": ""produce""}"
markdown-viewer--engineering,engineering,markdown-viewer,"Create professional engineering diagrams using drawio XML format with industry-standard symbols. Best for electrical schematics, P&ID (Piping & Instrumentation), rack diagrams, fault tree analysis, PLC ladder logic, and logic gate diagrams. Built on drawio with engineering-specific stencils. NOT for simple flowcharts (use mermaid) or network topology (use network skill).",0,"{""graph"": ""produce""}"
markdown-viewer--graphviz,graphviz,markdown-viewer,"Create complex directed/undirected graphs with automatic layout using DOT language. Best for dependency trees, module relationships, package hierarchies, and call graphs. Use when you need fine-grained edge routing or hierarchical layouts with many levels. NOT for simple flowcharts (use mermaid), data charts (use vega), or network topology with device icons (use network).",0,"{""graph"": ""produce""}"
markdown-viewer--network,network,markdown-viewer,"Create network topology diagrams using drawio XML format with industry-standard device icons. Best for LAN/WAN diagrams, enterprise networks, cloud infrastructure, and vendor-specific diagrams (Cisco, Arista, Fortinet). Built on drawio with specialized network stencils. NOT for abstract dependency graphs (use graphviz) or simple flowcharts (use mermaid).",0,"{""graph"": ""produce""}"
markdown-viewer--vega,vega,markdown-viewer,"Create data-driven charts with Vega-Lite (simple) and Vega (advanced). Best for bar, line, scatter, heatmap, area charts, and multi-series analytics. Use when you have numeric data arrays needing statistical visualization. Vega for radar charts and word clouds. NOT for process diagrams (use mermaid) or quick KPI cards (use infographic).",0,"{""graph"": ""both""}"
marketcalls--custom-indicator,custom-indicator,marketcalls,"Create a custom technical indicator using Numba JIT + NumPy. Generates production-grade, O(n) optimized indicator functions with charting and benchmarking.",0,{}
marketcalls--indicator-scanner,indicator-scanner,marketcalls,"Scan multiple symbols with indicator conditions. Find stocks matching RSI oversold, EMA crossovers, Supertrend signals, and custom filter combinations.",0,{}
marketcalls--live-feed,live-feed,marketcalls,Set up real-time indicator computation on live WebSocket market data. Streams LTP/Quote/Depth and computes indicators in real-time with optional Plotly live charting.,0,{}
marketcalls--optimize,optimize,marketcalls,Optimize strategy parameters using VectorBT. Tests parameter combinations and generates heatmaps.,0,{}
marketcalls--setup,setup,marketcalls,"Set up the Python backtesting environment. Detects OS, creates virtual environment, installs dependencies (openalgo, ta-lib, vectorbt, plotly), and creates the backtesting folder structure.",0,{}
marmicode--charted-green,charted-green,marmicode,"Progressively activates todo tests one at a time, updates implementation code until each passes (verified via Wallaby), then moves to the next—following the design doc as the single source of truth.",0,{}
maroffo--commit,commit,maroffo,"Create a git commit using conventional commit format. Use for committing staged changes. Not for branch strategy, rebasing, or git workflow questions (use source-control skill).",0,{}
maroffo--process-email-bookmarks,process-email-bookmarks,maroffo,"Process bookmarks from Gmail. Use when user mentions email bookmarks, Gmail bookmarks, or wants to process saved links from email. Not for web clippings (use process-clippings) or newsletters (use newsletter-digest).",0,{}
martinffx--atelier-typescript-drizzle-orm,atelier-typescript-drizzle-orm,martinffx,"Type-safe SQL with Drizzle ORM in TypeScript. Use when defining database schemas, writing queries, setting up relations, running migrations, or working with PostgreSQL/MySQL/SQLite/Cloudflare D1/Durable Objects data layers.",0,"{""database"": ""mention""}"
masayuki-kono--hses-packet-analysis,hses-packet-analysis,masayuki-kono,"Analyze HSES protocol packet captures and generate a markdown report. USE WHEN: debugging moto-hses communication, interpreting HSES packet data, identifying protocol errors.",0,"{""text"": ""both""}"
maslennikov-ig--format-markdown-table,format-markdown-table,maslennikov-ig,"Generate well-formatted markdown tables from data with proper alignment and spacing. Use for report statistics, comparison tables, or summary data presentation.",0,"{""presentation"": ""produce"", ""text"": ""produce""}"
maslennikov-ig--parse-git-status,parse-git-status,maslennikov-ig,"Parse git status output into structured data showing staged, modified, and untracked files. Use for pre-flight validation, checking clean working directory, or listing changed files before commits.",0,{}
maslennikov-ig--parse-package-json,parse-package-json,maslennikov-ig,"Extract version, dependencies, and metadata from package.json files. Use when needing project version, dependency list, or package metadata for releases, audits, or reports.",0,"{""json"": ""consume""}"
maslennikov-ig--reuse-health-inline,reuse-health-inline,maslennikov-ig,"Inline orchestration workflow for code duplication detection and consolidation with Beads integration. Provides step-by-step phases for reuse-hunter detection, priority-based consolidation with reuse-fixer, and verification cycles.",0,{}
maslennikov-ig--security-health-inline,security-health-inline,maslennikov-ig,"Inline orchestration workflow for security vulnerability detection and remediation with Beads integration. Provides step-by-step phases for security-scanner detection, priority-based fixing with vulnerability-fixer, and verification cycles.",0,{}
massgen--massgen-config-creator,massgen-config-creator,massgen,"Guide for creating properly structured YAML configuration files for MassGen. This skill should be used when agents need to create new configs for examples, case studies, testing, or demonstrating features.",0,"{""yaml"": ""produce""}"
massgen--semtools,semtools,massgen,"This skill provides semantic search capabilities using embedding-based similarity matching for code and text. Enables meaning-based search beyond keyword matching, with optional document parsing (PDF, DOCX, PPTX) support.",0,"{""pdf"": ""mention"", ""presentation"": ""mention"", ""text"": ""mention""}"
mastra-ai--ralph-plan,ralph-plan,mastra-ai,"Interactive planning assistant that helps create focused, well-structured ralph-loop commands through collaborative conversation",0,{}
mastra-ai--react-best-practices,react-best-practices,mastra-ai,"React performance optimization guidelines from Mastra Engineering. This skill should be used when writing, reviewing, or refactoring React code to ensure optimal performance patterns. Triggers on tasks involving React components, data fetching, bundle optimization, or performance improvements.",0,{}
matheusallvarenga--request-optimizer,request-optimizer,matheusallvarenga,"Intelligent request analysis and routing system. Analyzes incoming requests, calculates complexity, and routes to appropriate resources (27 agents, 27 skills, 14 MCPs). Acts as the gateway for the entire Claude Code ecosystem with future integration to LimitlessAgent.",0,{}
mathews-tom--concept-to-video,concept-to-video,mathews-tom,"Turn any concept into an animated explainer video using Manim (Python). Use whenever the user wants animated visualizations, motion graphics, or video output (MP4/GIF) for technical concepts. Covers: architecture animations, data flows, algorithm step-throughs, pipeline explainers, math proofs, comparisons, agent interactions, training loops, image embedding, multi-scene composition. Supports audio overlay via ffmpeg, parametric templates, and subtitles. Works headless — no browser or Node.js required. Also trigger for Manim scene edits or re-renders. Trigger on: ""create a video"", ""animate this"", ""make an explainer"", ""concept to video"", ""manim animation"", ""show this as a video"", ""motion graphic"", ""visualize this process"", ""add voiceover to video"", ""animate with audio"", or any concept + video/animation request. For branded motion graphics or React-based video, use remotion-video instead.",0,"{""audio"": ""both"", ""graph"": ""both"", ""image"": ""both"", ""video"": ""both""}"
mathews-tom--doc-condenser,doc-condenser,mathews-tom,DEPRECATED: The base model handles document condensation and summarization natively at high quality. This skill no longer provides meaningful uplift. Retained for reference only.,0,"{""text"": ""mention""}"
mathews-tom--github,github,mathews-tom,"GitHub CLI operations via `gh` for issues, pull requests, CI/Actions, releases, repos, search, gists, and the REST/GraphQL API. Structured output with `--json` and `--jq` for parsing. Covers `gh issue create/list/view/edit/close`, `gh pr create/review/merge/checks`, `gh run list/view/rerun/watch`, `gh release create`, `gh search repos/issues/prs/code`, `gh api` for REST and GraphQL queries, and `gh gist` operations. Includes error handling for HTTP 401/403/404/422/429, scope troubleshooting, and rate limit management. Trigger phrases: ""create an issue"", ""file a bug"", ""open a ticket"", ""submit a PR"", ""raise a pull request"", ""check pipeline"", ""view test results"", ""CI failing"", ""why did CI fail"", ""check CI status"", ""merge a PR"", ""manage releases"", ""query the GitHub API"", ""search repositories"", ""triage workflows"", ""automate GitHub operations"". Also triggers when the user pastes a GitHub URL.",0,"{""graph"": ""produce"", ""json"": ""produce""}"
mathews-tom--md-to-pdf,md-to-pdf,mathews-tom,"Convert Markdown files to professionally styled PDF documents with full support for Mermaid diagrams, LaTeX/KaTeX math equations, tables, syntax-highlighted code blocks, and all standard Markdown features. Use this skill whenever the user wants to convert a .md file to .pdf, generate a PDF report from Markdown, or produce print-ready documents from Markdown sources containing diagrams, math, or complex formatting. Trigger phrases include: ""convert markdown to pdf"", ""make a pdf from this md"", ""render this markdown"", ""export markdown as pdf"", ""markdown to pdf with diagrams"", ""pdf from markdown with equations"", ""generate a pdf report"", ""how do I export markdown as PDF"", ""convert my notes to PDF"", ""can you make a PDF from this markdown"".",0,"{""pdf"": ""both"", ""text"": ""both""}"
mathews-tom--task-decomposer,task-decomposer,mathews-tom,"Produces structured phased task boards from feature requests: dependency-mapped work items with parallelization flags, risk flags, edge case tables, and test strategy matrices. Triggers on: ""decompose this feature"", ""task breakdown with dependencies"", ""phased implementation plan"", ""dependency map for"", ""break this into tasks with phases"", ""work breakdown structure"". The differentiator is the structured output format (phased tables, parallelization flags, dependency chains) — use this skill when you need a formal task board, not ad-hoc decomposition the model handles natively. NOT for effort estimates, PERT calculations, or confidence intervals — use estimate-calibrator instead.",0,{}
mathews-tom--youtube-analysis,youtube-analysis,mathews-tom,"Extract YouTube video transcripts and produce structured concept analysis with multi-level summaries, key concepts, and actionable takeaways. Pure Python, no API keys, no MCP dependency. Fetches transcripts via youtube-transcript-api with yt-dlp fallback, then Claude analyzes the content directly. Use this skill when the user mentions: analyze youtube video, youtube transcript, summarize this video, what does this video cover, extract concepts from video, video analysis, watch this for me, break down this talk, youtube URL, video summary, lecture notes from video, podcast transcript, conference talk notes, tech talk breakdown, video key points, TL;DR of video, video takeaways, or pastes any URL containing youtube.com or youtu.be.",0,"{""video"": ""both""}"
matteocervelli--analysis,analysis,matteocervelli,"Analyze feature requirements, dependencies, and security considerations. Use when starting feature implementation from GitHub issues to understand scope, technical feasibility, and risks.",0,{}
matteocervelli--api-designer,api-designer,matteocervelli,"Design REST APIs or function contracts with clear request/response specifications, error handling patterns, authentication strategies, and comprehensive documentation.",0,"{""text"": ""mention""}"
matteocervelli--data-modeler,data-modeler,matteocervelli,"Design data models with Pydantic schemas, comprehensive validation rules, type annotations, and relationship mappings.",0,{}
matteocervelli--planning-doc-generator,planning-doc-generator,matteocervelli,Generate project assessment markdown documents from JSON data with WHY/WHO/WHAT sections and GO/NO-GO decision matrix.,0,"{""json"": ""produce"", ""text"": ""produce""}"
matteocervelli--vulnerability-assessor,vulnerability-assessor,matteocervelli,"Assess identified vulnerabilities for exploitability, impact, and risk. Provide CVSS scoring and remediation strategies. Use when analyzing security findings.",0,{}
matthewharwood--ux-spacing-layout,ux-spacing-layout,matthewharwood,"Utopia fluid spacing tokens and layout patterns. Use when applying margins, padding, gaps, or creating layouts. Covers space scale, container widths, and responsive spacing. (project)",0,{}
maxgent-ai--audio-transcribe,audio-transcribe,maxgent-ai,"Speech-to-text transcription using Whisper with word-level timestamps. Use when users ask to transcribe audio or video to text, generate subtitles, or recognize speech.",0,"{""audio"": ""produce"", ""video"": ""produce""}"
maxgent-ai--media-understand,media-understand,maxgent-ai,"AI-powered media understanding and analysis for images, videos, and audio. Use when users ask to describe, analyze, summarize, or extract text (OCR) from media files.",0,"{""audio"": ""consume"", ""image"": ""consume"", ""video"": ""consume""}"
maxgent-ai--video-gen,video-gen,maxgent-ai,"AI video generation with text-to-video, image-to-video, and first/last frame control. Use when users ask to generate or create videos from text prompts or images.",0,"{""image"": ""produce"", ""video"": ""produce""}"
maximhq--docs-writer,docs-writer,maximhq,"Write, update, and review Mintlify MDX documentation for Bifrost features. Explores the full codebase (UI, Go backend, config schema), validates config.json examples, places screenshot placeholders, and presents outlines for approval before writing. Invoked with /docs-writer <feature-name>, /docs-writer update <doc-path>, or /docs-writer review <doc-path>.",0,"{""json"": ""produce"", ""text"": ""produce""}"
maxnorm--magento-cronjob-developer,magento-cronjob-developer,maxnorm,"Implements scheduled tasks and background processing for Magento 2. Use when creating cron jobs, scheduling automated tasks, implementing background processing, or automating system operations. Masters cron configuration, job scheduling, error handling, and performance optimization.",0,{}
maxnorm--magento-index-analyst,magento-index-analyst,maxnorm,"Optimizes Magento 2 indexing for search performance and database efficiency. Use when optimizing search performance, configuring Elasticsearch, designing database indexes, or improving reindexing strategies. Masters indexer optimization, Elasticsearch configuration, and database indexing.",0,"{""database"": ""mention""}"
mbailey--voicemode-dj,voicemode-dj,mbailey,Background music control for VoiceMode voice sessions using mpv,0,{}
mckruz--comfyui-inventory,comfyui-inventory,mckruz,"Discover and cache all installed ComfyUI models, custom nodes, and system capabilities. Works online (API queries) and offline (directory scanning). Use before generating workflows to verify available resources.",0,{}
mckruz--comfyui-video-pipeline,comfyui-video-pipeline,mckruz,"Generate videos using ComfyUI with Wan 2.2, FramePack, or AnimateDiff. Handles image-to-video, text-to-video, talking heads, and motion-controlled animation. Use when creating any video content from character images or text descriptions.",0,"{""image"": ""produce"", ""video"": ""produce""}"
mcouthon--deep-research,deep-research,mcouthon,"Exhaustive investigation with citations and structured findings. Use when thorough coverage is needed, all sources must be cited, or research will inform critical decisions. Triggers on: 'use deep-research mode', 'deep research', 'exhaustive investigation', 'thorough research', 'cite all sources', 'comprehensive analysis', 'leave no stone unturned', 'research everything'. Read-only mode - investigates and documents but doesn't modify code.",0,"{""text"": ""consume""}"
mcouthon--makefile,makefile,mcouthon,"Use when creating Makefiles for process lifecycle management with PID tracking, logging, and status monitoring. Triggers on: 'use makefile mode', 'makefile', 'create makefile', 'process management', 'background jobs', 'start/stop services'. Full access mode - can create/modify Makefiles.",0,{}
meetrais--git-analyzer,git-analyzer,meetrais,"Analyzes a local Git repository to provide summaries of recent activity, top contributors, and uncommitted changes.",0,{}
melodic-software--agentic-layer-audit,agentic-layer-audit,melodic-software,"Audit codebase for agentic layer coverage and identify gaps. Use when assessing agentic layer maturity, identifying investment opportunities, or evaluating primitive coverage.",0,{}
melodic-software--api-security,api-security,melodic-software,"Comprehensive API security guidance covering authentication methods, rate limiting, input validation, CORS, security headers, and protection against OWASP API Top 10 vulnerabilities. Use when designing API authentication, implementing rate limiting, configuring CORS, setting security headers, or reviewing API security.",0,{}
melodic-software--cqrs-architecture,cqrs-architecture,melodic-software,CQRS pattern implementation and query optimization,0,{}
melodic-software--data-modeling,data-modeling,melodic-software,"Use when designing data models, database schemas, or choosing between modeling approaches. Covers dimensional modeling, star schema, data vault, entity-relationship design, and schema evolution.",0,"{""database"": ""mention""}"
melodic-software--design-taxonomy,design-taxonomy,melodic-software,"Design taxonomy structure for categories, tags, or hierarchical classification. Supports flat, hierarchical, and faceted patterns.",0,{}
melodic-software--difficult-conversations,difficult-conversations,melodic-software,"Structured approach to workplace conflicts, performance discussions, and challenging feedback using preparation-delivery-followup framework. Use when preparing for tough conversations, addressing conflicts, giving critical feedback, or navigating sensitive workplace discussions.",0,{}
melodic-software--docs-as-code,docs-as-code,melodic-software,Documentation pipeline automation and docs-as-code workflows,0,"{""text"": ""mention""}"
melodic-software--doctrine-assessment,doctrine-assessment,melodic-software,Assess organizational doctrine and universally useful patterns,0,{}
melodic-software--document-extraction,document-extraction,melodic-software,"Extract requirements from existing documents including PDFs, Word docs, meeting transcripts, specifications, and web content. Identifies requirement candidates, categorizes them, and outputs in pre-canonical format.",0,"{""pdf"": ""both"", ""text"": ""both""}"
melodic-software--enterprise-security,enterprise-security,melodic-software,"Central authority for Claude Code enterprise security. Covers enterprise managed policies (managed-settings.json), settings precedence hierarchy, policy file locations (macOS, Linux, Windows), unoverridable organizational policies, cloud execution security (isolated VMs, network access controls, credential protection), IDE security (VS Code, JetBrains), devcontainer security, and security best practices for teams. Assists with configuring enterprise policies, understanding precedence, and implementing organizational security standards. Delegates 100% to docs-management skill for official documentation.",0,"{""json"": ""mention"", ""text"": ""mention""}"
melodic-software--event-modeling,event-modeling,melodic-software,Adam Dymitruk's Event Modeling methodology with swimlanes,0,{}
melodic-software--event-storming-advanced,event-storming-advanced,melodic-software,Deep dive Event Storming beyond big picture,0,{}
melodic-software--evolution-analysis,evolution-analysis,melodic-software,Analyze component evolution and movement patterns,0,{}
melodic-software--gemini-context-bridge,gemini-context-bridge,melodic-software,"Facilitates context sharing and strategic delegation between Claude Code and Gemini CLI. Syncs CLAUDE.md to GEMINI.md and provides agent selection guidance. Use when onboarding Gemini to a project, syncing instructions between agents, or deciding whether to use Claude or Gemini for a specific task.",0,{}
melodic-software--gemini-delegation-patterns,gemini-delegation-patterns,melodic-software,"Strategic patterns for Claude-to-Gemini delegation. Covers decision criteria, execution patterns, result parsing, and error handling. Use when determining if a task should be delegated to Gemini CLI.",0,{}
melodic-software--gemini-json-parsing,gemini-json-parsing,melodic-software,"Parse Gemini CLI headless output (JSON and stream-JSON formats). Covers response extraction, stats interpretation, error handling, and tool call analysis. Use when processing Gemini CLI programmatic output.",0,"{""json"": ""both""}"
melodic-software--hook-management,hook-management,melodic-software,"Central authority for Claude Code hooks management in this repository. Automates enforcement of critical repository rules through hooks. Use when adding hooks, managing hooks, configuring hooks, troubleshooting hooks, or understanding hook behavior. Delegates to docs-management skill for official hooks documentation. Provides organization-specific patterns, configuration management, and workflow guidance.",0,"{""text"": ""mention""}"
melodic-software--llm-serving-patterns,llm-serving-patterns,melodic-software,"LLM inference infrastructure, serving frameworks (vLLM, TGI, TensorRT-LLM), quantization techniques, batching strategies, and streaming response patterns. Use when designing LLM serving infrastructure, optimizing inference latency, or scaling LLM deployments.",0,{}
melodic-software--markdown-linting,markdown-linting,melodic-software,"Comprehensive markdown linting guidance using markdownlint-cli2. Run, execute, check, and validate markdown files. Fix linting errors (MD0XX rules). Configure .markdownlint-cli2.jsonc (rules and ignores). Set up VS Code extension and GitHub Actions workflows. Supports markdown flavors including GitHub Flavored Markdown (GFM) and CommonMark. Use when working with markdown files, encountering validation errors, configuring markdownlint, setting up linting workflows, troubleshooting linting issues, establishing markdown quality standards, or configuring flavor-specific rules for tables, task lists, and strikethrough.",0,"{""json"": ""mention"", ""text"": ""mention""}"
melodic-software--ml-inference-optimization,ml-inference-optimization,melodic-software,"ML inference latency optimization, model compression, distillation, caching strategies, and edge deployment patterns. Use when optimizing inference performance, reducing model size, or deploying ML at the edge.",0,{}
melodic-software--mtls-service-mesh,mtls-service-mesh,melodic-software,"Use when implementing service-to-service security, mTLS, or service mesh patterns. Covers mutual TLS, Istio, Linkerd, certificate management, and service mesh security configurations.",0,{}
melodic-software--product-expert-design,product-expert-design,melodic-software,"Design user-facing agent experts for adaptive UX and personalization. Use when building product features that learn from user behavior, creating per-user expertise files, or implementing AI-driven personalization.",0,{}
melodic-software--protobuf-design,protobuf-design,melodic-software,Protocol Buffers and Interface Definition Languages for service contracts,0,{}
melodic-software--rate-limiting-patterns,rate-limiting-patterns,melodic-software,"Use when implementing rate limiting, throttling, or API quotas. Covers algorithms like token bucket and sliding window, plus distributed rate limiting patterns.",0,{}
melodic-software--resume-optimization,resume-optimization,melodic-software,"Resume structure, achievement bullet formulas, ATS optimization, and job-targeted tailoring for software engineers. Use when reviewing resumes, crafting achievement bullets, extracting keywords from job descriptions, or tailoring content for specific roles.",0,{}
melodic-software--stakeholder-analysis,stakeholder-analysis,melodic-software,"Stakeholder identification, analysis, and management using BABOK techniques. Creates Power/Interest matrices, RACI charts, and communication plans.",0,{}
melodic-software--stakeholder-simulation,stakeholder-simulation,melodic-software,"Multi-persona stakeholder simulation for solo requirements work. Generates diverse perspectives from simulated End User, Technical, Business, Compliance, and Operations stakeholders when real stakeholders are unavailable.",0,{}
melodic-software--state-machine-design,state-machine-design,melodic-software,Statechart and state machine modeling for lifecycle and behavior specification,0,{}
melodic-software--stream-processing,stream-processing,melodic-software,"Use when designing real-time data processing systems, choosing stream processing frameworks, or implementing event-driven architectures. Covers Kafka, Flink, and streaming patterns.",0,{}
melodic-software--subagent-development,subagent-development,melodic-software,"Central authority for Claude Code subagents (sub-agents). Covers agent file format, YAML frontmatter, tool access configuration, model selection (inherit, sonnet, haiku, opus), automatic delegation, agent lifecycle, resumption, command-line usage (/agents), Agent SDK programmatic agents, priority resolution, and built-in agents (Plan subagent). Assists with creating agents, configuring agent tools, understanding agent behavior, and troubleshooting agent issues. Delegates 100% to docs-management skill for official documentation.",0,"{""text"": ""mention"", ""yaml"": ""mention""}"
melodic-software--taxonomy-architecture,taxonomy-architecture,melodic-software,"Use when designing category hierarchies, tag systems, faceted classification, or vocabulary management for content organization. Covers flat vs hierarchical taxonomies, term relationships, multi-taxonomy content, and taxonomy APIs for headless CMS.",0,{}
melodic-software--team-api-design,team-api-design,melodic-software,"Define team interfaces, contracts, and communication boundaries",0,{}
melodic-software--test-strategy-planning,test-strategy-planning,melodic-software,"Create comprehensive test strategy documents following IEEE 829 structure. Plan test approach, scope, resources, and success criteria for software projects.",0,"{""text"": ""produce""}"
melodic-software--uml-modeling,uml-modeling,melodic-software,"UML diagram generation including class, sequence, activity, use case, and state diagrams",0,{}
melodic-software--url-routing-patterns,url-routing-patterns,melodic-software,"Use when designing URL structures, slug generation, SEO-friendly URLs, redirects, or localized URL patterns. Covers route configuration, URL rewriting, canonical URLs, and routing APIs for headless CMS.",0,{}
melodic-software--value-stream-mapping,value-stream-mapping,melodic-software,Lean value stream mapping for identifying waste and optimization opportunities. Creates current/future state maps with cycle time analysis and improvement recommendations.,0,{}
melodic-software--vector-databases,vector-databases,melodic-software,"Vector database selection, embedding storage, approximate nearest neighbor (ANN) algorithms, and vector search optimization. Use when choosing vector stores, designing semantic search, or optimizing similarity search performance.",0,"{""database"": ""mention""}"
melodic-software--vulnerability-management,vulnerability-management,melodic-software,"Vulnerability lifecycle management including CVE tracking, CVSS scoring, risk prioritization, remediation workflows, and coordinated disclosure practices",0,{}
melodic-software--zero-trust,zero-trust,melodic-software,"Zero Trust architecture principles including ZTNA, micro-segmentation, identity-first security, continuous verification, and BeyondCorp patterns. Use when designing network security, implementing identity-based access, or building cloud-native applications with zero trust principles.",0,{}
melvynx--merge,merge,melvynx,Intelligently merge branches with context-aware conflict resolution,0,{}
memodb-io--skill-memory,skill-memory,memodb-io,"Use skill-memory to download, view and edit agent skills in memory. TRIGGER by 'skill', 'memory', 'learn'.",0,{}
mengbo--pandoc-docx,pandoc-docx,mengbo,"Universal document conversion using Pandoc with focus on DOCX format. Use when converting documents to or from DOCX format, including Markdown, HTML, PDF, and other formats. Supports: (1) Converting other formats to DOCX (Markdown, HTML, reStructuredText, etc.), (2) Converting DOCX to other formats, (3) Custom DOCX templates and styling, (4) Batch document processing",0,"{""html"": ""consume"", ""pdf"": ""consume"", ""text"": ""consume""}"
mepuka--effect-http-routing,effect-http-routing,mepuka,"HTTP server, routing, JSON responses and dependencies via layers. Use when wiring endpoints and services.",0,"{""json"": ""mention""}"
mepuka--effect-index,effect-index,mepuka,Skill index and decision guide. Use to pick the right Effect Skill quickly and follow a minimal decision tree.,0,{}
mepuka--effect-streams-pipelines,effect-streams-pipelines,mepuka,"Stream creation, transformation, sinks, batching, and resilience. Use when building data pipelines with concurrency and backpressure.",0,{}
mepuka--effect-time-tracing-logging,effect-time-tracing-logging,mepuka,"Time with Clock/Duration, tracing spans, and structured logging. Use for time-based logic, deadlines, and observability.",0,{}
merill--msgraph,msgraph,merill,"Up-to-date Microsoft Graph API knowledge for AI agents. Search 27,700+ Graph APIs, endpoint docs, resource schemas, and community samples — all locally, no network calls. Use when the agent needs to find, understand, or call Microsoft Graph endpoints.",0,"{""graph"": ""mention""}"
mervinpraison--pdf-processing,pdf-processing,mervinpraison,"Process and extract information from PDF documents. Use this skill when the user asks to read, analyze, or extract data from PDF files.",0,"{""pdf"": ""consume"", ""text"": ""consume""}"
meshjs--mesh-core-cst,mesh-core-cst,meshjs,"Use when working with low-level Cardano utilities via MeshJS core-cst package. Covers CBOR serialization and deserialization, Plutus data conversion, address resolution and parsing, CIP-8 message signing and verification, script parameterization with applyParamsToScript, native script hashing, and direct access to cardano-sdk types.",0,{}
meshjs--mesh-transaction,mesh-transaction,meshjs,"Use when building Cardano transactions with MeshJS SDK. Covers MeshTxBuilder API for sending ADA, minting NFTs and tokens, spending from Plutus scripts, staking, governance voting, DRep registration, and multi-sig patterns. Includes correct method ordering, coin selection, fee calculation, and troubleshooting common Cardano transaction errors.",0,{}
metta-ai--ai-behavior-ideation,ai-behavior-ideation,metta-ai,Generate a list of new behaviors aligned to territory control.,0,{}
metta-ai--cleanup-audit,cleanup-audit,metta-ai,Audit for cleanup or complexity hotspots.,0,{}
metta-ai--inline-one-offs,inline-one-offs,metta-ai,Inline single-use helpers to reduce indirection.,0,{}
metta-ai--merge-resolve,merge-resolve,metta-ai,Resolve merge conflicts with repo-specific priorities.,0,{}
metta-ai--tv-git-scan,tv-git-scan,metta-ai,Quick repo state and history scan.,0,{}
metta-ai--tv-observation,tv-observation,metta-ai,Inspect observation space and inventory encoding.,0,{}
metta-ai--worldgen-resource-clusters,worldgen-resource-clusters,metta-ai,Rebalance resource clustering and wildlife spawns.,0,{}
metta-ai--worldgen-river-tune,worldgen-river-tune,metta-ai,Adjust river meandering intensity.,0,{}
meysam81--google-golang-style,google-golang-style,meysam81,"Enforces Google's official Go style guide when writing or editing Go (.go) files. Use this skill BEFORE creating, modifying, or reviewing any Go code. Covers naming (packages, receivers, variables, repetition avoidance), error handling (structure, wrapping, strings, sentinel errors), imports (grouping, renaming, blank imports), code organization (package size, file structure), and documentation (doc comments, godoc conventions). Trigger on any Go code task — new files, refactors, code reviews, or architecture decisions involving Go packages.",0,"{""text"": ""consume""}"
mgd34msu--precision-mastery,precision-mastery,mgd34msu,"ALWAYS load before starting any task. Maximizes token efficiency for all file operations, searches, and command execution. Covers extract modes (content, outline, symbols, ast, lines), verbosity tuning, multi-file batching, and discover tool orchestration. Ensures agents spend tokens on outcomes, not overhead.",0,{}
